user_id,target_pos,mid_pos,last_pos,original_interactions,items_removed,exclusion_interactions,inclusion_interactions,worst_jac,same_interactions
9,5,10,3,"[22, 24, 40, 90, 94, 105, 114, 126, 227, 268, 273, 317, 318, 323, 337, 506, 523, 529, 539, 549]","[22, 529]","[24, 40, 90, 94, 105, 114, 126, 227, 268, 273, 317, 318, 323, 337, 506, 523, 539, 549]","[24, 40, 90, 94, 105, 114, 126, 227, 268, 273, 317, 318, 323, 337, 506, 523, 539, 549, 433, 63]","[22, 715, 133, 289, 1076, 215, 529, 606, 971, 556, 897, 741, 433, 744, 63, 776, 377, 156, 252, 1015]",1.0
9,7,12,7,"[22, 24, 40, 90, 94, 105, 114, 126, 227, 268, 273, 317, 318, 323, 337, 506, 523, 529, 539, 549]","[22, 105]","[24, 40, 90, 94, 114, 126, 227, 268, 273, 317, 318, 323, 337, 506, 523, 529, 539, 549]","[24, 40, 90, 94, 114, 126, 227, 268, 273, 317, 318, 323, 337, 506, 523, 529, 539, 549, 152, 185, 39]","[22, 93, 670, 152, 128, 185, 125, 133, 39, 117, 105, 49, 281, 247, 260, 129, 68, 168, 52, 245]",2.0
10,1,10,8,"[11, 15, 20, 22, 42, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759]","[592, 613]","[11, 15, 20, 22, 42, 435, 539, 547, 563, 569, 612, 647, 660, 662, 671, 734, 742, 759]","[11, 15, 20, 22, 42, 435, 539, 547, 563, 569, 612, 647, 660, 662, 671, 734, 742, 759, 738, 663]","[592, 613, 218, 663, 744, 749, 1019, 16, 23, 636, 995, 190, 601, 210, 677, 738, 97, 587, 1006, 604]",1.0
10,3,10,6,"[11, 15, 20, 22, 42, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759]","[15, 20, 42, 435]","[11, 22, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759]","[11, 22, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759, 65, 643, 435]","[42, 435, 15, 190, 98, 210, 643, 744, 663, 20, 715, 128, 133, 97, 65, 218, 45, 23, 125, 27]",1.0
10,5,10,2,"[11, 15, 20, 22, 42, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759]",[11],"[15, 20, 22, 42, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759]","[15, 20, 22, 42, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759, 152, 168, 135]","[11, 27, 128, 168, 152, 291, 45, 125, 135, 6, 133, 190, 23, 5, 172, 382, 34, 51, 117, 41]",2.0
10,7,11,8,"[11, 15, 20, 22, 42, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759]",[42],"[11, 15, 20, 22, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759]","[11, 15, 20, 22, 435, 539, 547, 563, 569, 592, 612, 613, 647, 660, 662, 671, 734, 742, 759, 744, 65, 23]","[42, 744, 49, 63, 61, 187, 190, 114, 6, 210, 715, 27, 98, 23, 133, 218, 128, 65, 45, 125]",2.0
11,1,10,5,"[50, 68, 165, 185, 292, 306, 397, 466, 507, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829]","[50, 68, 185, 601]","[165, 292, 306, 397, 466, 507, 531, 639, 684, 704, 746, 789, 799, 807, 823, 829]","[165, 292, 306, 397, 466, 507, 531, 639, 684, 704, 746, 789, 799, 807, 823, 829, 93]","[601, 50, 68, 133, 98, 45, 117, 93, 125, 24, 247, 49, 168, 245, 135, 39, 129, 52, 185, 105]",1.0
11,3,10,8,"[50, 68, 165, 185, 292, 306, 397, 466, 507, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829]","[165, 397]","[50, 68, 185, 292, 306, 466, 507, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829]","[50, 68, 185, 292, 306, 466, 507, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829, 291, 135]","[522, 90, 1195, 568, 291, 135, 438, 172, 1257, 165, 401, 815, 548, 770, 177, 730, 397, 222, 117, 383]",1.0
11,5,10,3,"[50, 68, 165, 185, 292, 306, 397, 466, 507, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829]","[50, 68, 185, 507]","[165, 292, 306, 397, 466, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829]","[165, 292, 306, 397, 466, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829, 146, 50]","[185, 50, 507, 68, 383, 146, 522, 14, 172, 535, 222, 41, 90, 317, 21, 177, 117, 336, 538, 291]",1.0
11,7,10,8,"[50, 68, 165, 185, 292, 306, 397, 466, 507, 531, 601, 639, 684, 704, 746, 789, 799, 807, 823, 829]",[746],"[50, 68, 165, 185, 292, 306, 397, 466, 507, 531, 601, 639, 684, 704, 789, 799, 807, 823, 829]","[50, 68, 165, 185, 292, 306, 397, 466, 507, 531, 601, 639, 684, 704, 789, 799, 807, 823, 829, 222, 318]","[746, 372, 522, 535, 528, 351, 177, 619, 21, 318, 344, 471, 244, 222, 317, 516, 538, 291, 336, 1201]",2.0
15,1,10,3,"[21, 91, 94, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]","[91, 123, 188]","[21, 94, 117, 125, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]","[21, 94, 117, 125, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926, 433, 63]","[123, 188, 434, 134, 147, 161, 896, 121, 433, 63, 91, 126, 59, 152, 79, 118, 149, 265, 151, 196]",1.0
15,3,11,5,"[21, 91, 94, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]","[91, 94]","[21, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]","[21, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926, 98, 190]","[94, 127, 896, 114, 98, 211, 121, 190, 161, 59, 433, 133, 91, 63, 149, 118, 196, 79, 152, 265]",1.0
15,5,10,4,"[21, 91, 94, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]",[377],"[21, 91, 94, 117, 123, 125, 188, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]","[21, 91, 94, 117, 123, 125, 188, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926, 120, 606, 134]","[620, 323, 1019, 539, 377, 120, 98, 114, 61, 134, 1076, 190, 529, 133, 606, 776, 433, 63, 161, 156]",2.0
15,7,11,9,"[21, 91, 94, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]",[91],"[21, 94, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926]","[21, 94, 117, 123, 125, 188, 377, 399, 471, 515, 623, 826, 851, 872, 894, 901, 915, 922, 926, 121, 63]","[320, 59, 75, 434, 433, 844, 126, 211, 63, 152, 121, 149, 79, 896, 151, 265, 196, 91, 147, 118]",2.0
17,1,11,3,"[11, 21, 91, 117, 118, 150, 278, 323, 349, 373, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010]","[21, 278, 529, 741, 749, 970, 990, 1009]","[11, 91, 117, 118, 150, 323, 349, 373, 377, 960, 978, 1010]","[11, 91, 117, 118, 150, 323, 349, 373, 377, 960, 978, 1010, 21, 990]","[741, 970, 749, 1009, 529, 21, 278, 990, 715, 65, 93, 152, 45, 125, 190, 218, 114, 63, 133, 98]",1.0
17,3,10,6,"[11, 21, 91, 117, 118, 150, 278, 323, 349, 373, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010]","[21, 91, 117, 118, 150, 349, 978]","[11, 278, 323, 373, 377, 529, 741, 749, 960, 970, 990, 1009, 1010]","[11, 278, 323, 373, 377, 529, 741, 749, 960, 970, 990, 1009, 1010, 218, 118]","[978, 21, 117, 150, 91, 118, 349, 190, 218, 93, 114, 196, 49, 63, 211, 98, 133, 265, 79, 152]",1.0
17,5,10,5,"[11, 21, 91, 117, 118, 150, 278, 323, 349, 373, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010]","[91, 118, 323]","[11, 21, 117, 150, 278, 349, 373, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010]","[11, 21, 117, 150, 278, 349, 373, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010, 161, 149]","[91, 323, 79, 126, 149, 114, 776, 606, 98, 118, 152, 134, 265, 190, 196, 133, 161, 63, 156, 433]",1.0
17,7,10,9,"[11, 21, 91, 117, 118, 150, 278, 323, 349, 373, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010]","[150, 373]","[11, 21, 91, 117, 118, 278, 323, 349, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010]","[11, 21, 91, 117, 118, 278, 323, 349, 377, 529, 741, 749, 960, 970, 978, 990, 1009, 1010, 776, 98]","[373, 150, 1076, 61, 776, 27, 98, 606, 739, 433, 97, 252, 114, 190, 133, 63, 897, 156, 161, 539]",1.0
18,1,12,5,"[31, 58, 105, 245, 260, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]","[105, 245, 260]","[31, 58, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]","[31, 58, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109, 125, 247]","[45, 152, 133, 135, 128, 93, 125, 39, 247, 117, 105, 260, 68, 281, 49, 24, 245, 52, 129, 168]",1.0
18,3,12,4,"[31, 58, 105, 245, 260, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]","[31, 354]","[58, 105, 245, 260, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]","[58, 105, 245, 260, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109, 568, 548]","[354, 31, 1195, 568, 291, 135, 438, 172, 1257, 165, 401, 815, 548, 770, 177, 730, 397, 222, 117, 383]",1.0
18,5,10,5,"[31, 58, 105, 245, 260, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]","[31, 402, 417]","[58, 105, 245, 260, 354, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]","[58, 105, 245, 260, 354, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109, 265, 438]","[417, 402, 31, 438, 135, 93, 129, 114, 65, 152, 265, 125, 133, 49, 23, 165, 190, 41, 117, 172]",1.0
18,7,10,8,"[31, 58, 105, 245, 260, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]",[31],"[58, 105, 245, 260, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109]","[58, 105, 245, 260, 354, 402, 417, 471, 475, 567, 686, 795, 951, 1044, 1050, 1051, 1061, 1099, 1109, 40, 568, 222]","[31, 129, 222, 383, 568, 730, 397, 1257, 265, 284, 117, 40, 172, 168, 165, 439, 60, 28, 281, 438]",2.0
19,1,12,2,"[14, 117, 156, 232, 316, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161]","[156, 433, 971]","[14, 117, 232, 316, 353, 506, 520, 539, 601, 689, 733, 874, 995, 1047, 1058, 1128, 1161]","[14, 117, 232, 316, 353, 506, 520, 539, 601, 689, 733, 874, 995, 1047, 1058, 1128, 1161, 65, 971, 5, 63]","[433, 971, 45, 5, 125, 39, 274, 156, 65, 98, 529, 23, 278, 161, 114, 63, 133, 61, 190, 734]",2.0
19,3,10,3,"[14, 117, 156, 232, 316, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161]","[156, 353]","[14, 117, 232, 316, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161]","[14, 117, 232, 316, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161, 739, 789]","[133, 98, 789, 118, 776, 87, 274, 739, 556, 606, 1076, 791, 190, 134, 63, 156, 353, 161, 278, 513]",1.0
19,5,10,2,"[14, 117, 156, 232, 316, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161]",[316],"[14, 117, 156, 232, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161]","[14, 117, 156, 232, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161, 41, 34, 185]","[791, 238, 1201, 34, 39, 5, 538, 41, 274, 336, 1151, 185, 219, 291, 318, 316, 789, 351, 516, 244]",2.0
19,7,11,3,"[14, 117, 156, 232, 316, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161]",[117],"[14, 156, 232, 316, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161]","[14, 156, 232, 316, 353, 433, 506, 520, 539, 601, 689, 733, 874, 971, 995, 1047, 1058, 1128, 1161, 99, 289, 715]","[117, 1242, 99, 715, 133, 289, 1076, 215, 529, 606, 556, 897, 741, 744, 63, 776, 377, 252, 323, 1015]",2.0
22,1,10,5,"[73, 128, 161, 187, 215, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224]","[73, 128, 732, 1183, 1207, 1224]","[161, 187, 215, 567, 623, 668, 739, 742, 776, 1064, 1102, 1150, 1175, 1222]","[161, 187, 215, 567, 623, 668, 739, 742, 776, 1064, 1102, 1150, 1175, 1222, 98, 23]","[1224, 73, 1207, 732, 1183, 23, 606, 128, 218, 529, 156, 65, 125, 98, 114, 63, 45, 133, 190, 61]",1.0
22,3,12,6,"[73, 128, 161, 187, 215, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224]","[215, 1102]","[73, 128, 161, 187, 567, 623, 668, 732, 739, 742, 776, 1064, 1150, 1175, 1183, 1207, 1222, 1224]","[73, 128, 161, 187, 567, 623, 668, 732, 739, 742, 776, 1064, 1150, 1175, 1183, 1207, 1222, 1224, 529, 763]","[865, 215, 667, 1102, 755, 738, 606, 1019, 587, 763, 768, 529, 841, 620, 120, 644, 1134, 642, 647, 645]",1.0
22,5,10,6,"[73, 128, 161, 187, 215, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224]","[73, 161]","[128, 187, 215, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224]","[128, 187, 215, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224, 587, 134]","[73, 587, 63, 556, 631, 768, 87, 134, 156, 161, 644, 1134, 642, 647, 606, 645, 529, 763, 120, 620]",1.0
22,7,10,6,"[73, 128, 161, 187, 215, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224]","[161, 215]","[73, 128, 187, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224]","[73, 128, 187, 567, 623, 668, 732, 739, 742, 776, 1064, 1102, 1150, 1175, 1183, 1207, 1222, 1224, 134]","[215, 99, 768, 645, 61, 631, 556, 1059, 87, 763, 433, 1076, 63, 120, 134, 529, 156, 620, 161, 606]",1.0
23,1,11,8,"[39, 91, 152, 203, 324, 378, 462, 520, 602, 719, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272, 1284]","[602, 948, 1246]","[39, 91, 152, 203, 324, 378, 462, 520, 719, 958, 1054, 1159, 1254, 1259, 1267, 1272, 1284]","[39, 91, 152, 203, 324, 378, 462, 520, 719, 958, 1054, 1159, 1254, 1259, 1267, 1272, 1284, 27]","[602, 948, 1246, 744, 63, 6, 715, 190, 61, 114, 27, 23, 98, 210, 133, 218, 128, 65, 125, 45]",1.0
23,3,10,7,"[39, 91, 152, 203, 324, 378, 462, 520, 602, 719, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272, 1284]","[719, 1254]","[39, 91, 152, 203, 324, 378, 462, 520, 602, 948, 958, 1054, 1159, 1246, 1259, 1267, 1272, 1284]","[39, 91, 152, 203, 324, 378, 462, 520, 602, 948, 958, 1054, 1159, 1246, 1259, 1267, 1272, 1284, 129, 245, 247]","[1254, 719, 65, 168, 24, 68, 129, 247, 245, 211, 49, 214, 210, 218, 52, 128, 125, 45, 435, 670]",2.0
23,5,14,5,"[39, 91, 152, 203, 324, 378, 462, 520, 602, 719, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272, 1284]","[719, 1284]","[39, 91, 152, 203, 324, 378, 462, 520, 602, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272]","[39, 91, 152, 203, 324, 378, 462, 520, 602, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272, 245, 670, 719]","[1284, 719, 45, 117, 744, 185, 125, 670, 337, 49, 133, 24, 105, 68, 168, 129, 245, 52, 260, 247]",2.0
23,7,12,5,"[39, 91, 152, 203, 324, 378, 462, 520, 602, 719, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272, 1284]",[91],"[39, 152, 203, 324, 378, 462, 520, 602, 719, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272, 1284]","[39, 152, 203, 324, 378, 462, 520, 602, 719, 948, 958, 1054, 1159, 1246, 1254, 1259, 1267, 1272, 1284, 59, 156]","[91, 27, 79, 59, 156, 49, 23, 128, 218, 93, 161, 61, 65, 125, 45, 63, 133, 98, 190, 114]",2.0
24,1,10,2,"[6, 44, 97, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313]","[6, 44, 97, 587, 861]","[187, 264, 393, 397, 401, 419, 604, 648, 670, 677, 777, 901, 1039, 1166, 1313]","[187, 264, 393, 397, 401, 419, 604, 648, 670, 677, 777, 901, 1039, 1166, 1313, 45, 23]","[97, 6, 587, 44, 861, 218, 23, 433, 156, 93, 45, 65, 125, 61, 161, 63, 133, 98, 114, 190]",1.0
24,3,11,5,"[6, 44, 97, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313]","[6, 44, 97]","[187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313]","[187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313, 98, 156, 133]","[97, 44, 6, 776, 23, 606, 128, 218, 529, 156, 65, 125, 98, 161, 114, 63, 45, 133, 190, 61]",1.0
24,5,10,3,"[6, 44, 97, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313]",[44],"[6, 97, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313]","[6, 97, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313, 433, 215]","[44, 45, 65, 265, 125, 529, 215, 61, 79, 715, 433, 152, 156, 161, 218, 114, 190, 133, 98, 63]",2.0
24,7,12,6,"[6, 44, 97, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313]",[97],"[6, 44, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313]","[6, 44, 187, 264, 393, 397, 401, 419, 587, 604, 648, 670, 677, 777, 861, 901, 1039, 1166, 1313, 776]","[97, 61, 556, 1019, 841, 768, 161, 63, 776, 156, 642, 606, 644, 1134, 647, 645, 763, 529, 620, 120]",1.0
26,1,10,6,"[4, 11, 15, 83, 140, 216, 391, 581, 657, 930, 1024, 1059, 1191, 1277, 1320, 1339, 1350, 1353, 1408, 1426]","[1059, 1426]","[4, 11, 15, 83, 140, 216, 391, 581, 657, 930, 1024, 1191, 1277, 1320, 1339, 1350, 1353, 1408]","[4, 11, 15, 83, 140, 216, 391, 581, 657, 930, 1024, 1191, 1277, 1320, 1339, 1350, 1353, 1408, 128, 190]","[1426, 1059, 644, 210, 187, 6, 61, 27, 63, 715, 114, 190, 23, 128, 98, 133, 218, 45, 125, 65]",1.0
26,3,13,6,"[4, 11, 15, 83, 140, 216, 391, 581, 657, 930, 1024, 1059, 1191, 1277, 1320, 1339, 1350, 1353, 1408, 1426]","[4, 930]","[11, 15, 83, 140, 216, 391, 581, 657, 1024, 1059, 1191, 1277, 1320, 1339, 1350, 1353, 1408, 1426]","[11, 15, 83, 140, 216, 391, 581, 657, 1024, 1059, 1191, 1277, 1320, 1339, 1350, 1353, 1408, 1426, 65, 52]","[930, 4, 161, 129, 52, 168, 105, 65, 63, 45, 128, 79, 125, 152, 190, 133, 114, 98, 49, 93]",1.0
26,5,11,8,"[4, 11, 15, 83, 140, 216, 391, 581, 657, 930, 1024, 1059, 1191, 1277, 1320, 1339, 1350, 1353, 1408, 1426]",[1408],"[4, 11, 15, 83, 140, 216, 391, 581, 657, 930, 1024, 1059, 1191, 1277, 1320, 1339, 1350, 1353, 1426]","[4, 11, 15, 83, 140, 216, 391, 581, 657, 930, 1024, 1059, 1191, 1277, 1320, 1339, 1350, 1353, 1426, 128, 156, 61]","[1408, 79, 59, 156, 49, 23, 128, 218, 152, 93, 161, 61, 65, 125, 45, 63, 133, 98, 190, 114]",2.0
