user_id,target_pos,target_item,original_interactions,best_interactions,cfs,len_cfs
23,1,45,"[378, 324, 1254, 1159, 1284, 39, 152, 958, 1259, 462, 948, 91, 520, 719, 203, 1246, 1272, 1267, 602, 1054]","[378, 324, 1254, 1284, 39, 152, 958, 1259, 462, 948, 91, 520, 719, 203, 1272, 602, 1054]","[1159, 1246, 1267]",3
23,3,670,"[378, 324, 1254, 1159, 1284, 39, 152, 958, 1259, 462, 948, 91, 520, 719, 203, 1246, 1272, 1267, 602, 1054]","[378, 324, 1159, 39, 152, 958, 1259, 462, 948, 91, 520, 719, 203, 1246, 1272, 1267, 602, 1054]","[1254, 1284]",2
23,5,247,"[378, 324, 1254, 1159, 1284, 39, 152, 958, 1259, 462, 948, 91, 520, 719, 203, 1246, 1272, 1267, 602, 1054]","[378, 324, 1284, 39, 152, 958, 1259, 462, 948, 91, 520, 719, 203, 1246, 1272, 1267, 602, 1054]","[1159, 1254]",2
23,7,114,"[378, 324, 1254, 1159, 1284, 39, 152, 958, 1259, 462, 948, 91, 520, 719, 203, 1246, 1272, 1267, 602, 1054]","[378, 324, 1254, 1159, 1284, 39, 958, 1259, 462, 948, 91, 520, 719, 203, 1246, 1272, 1267, 602, 1054]",[152],1
24,1,190,"[677, 1039, 6, 393, 97, 861, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 44, 187, 587, 670, 604]","[1039, 393, 97, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 44, 670, 604]","[6, 187, 587, 677, 861]",5
24,3,61,"[677, 1039, 6, 393, 97, 861, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 44, 187, 587, 670, 604]","[677, 1039, 393, 861, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 187, 587, 670, 604]","[6, 44, 97]",3
24,5,63,"[677, 1039, 6, 393, 97, 861, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 44, 187, 587, 670, 604]","[677, 1039, 6, 393, 861, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 44, 187, 587, 670, 604]",[97],1
24,7,120,"[677, 1039, 6, 393, 97, 861, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 44, 187, 587, 670, 604]","[1039, 6, 393, 97, 861, 397, 648, 401, 419, 1166, 1313, 777, 901, 264, 44, 187, 587, 670, 604]",[677],1
26,1,65,"[1353, 1350, 4, 1339, 657, 391, 1320, 1408, 930, 1024, 140, 581, 1426, 15, 83, 216, 11, 1059, 1277, 1191]","[1353, 4, 1339, 657, 391, 1320, 1408, 930, 1024, 140, 581, 15, 83, 216, 11, 1059, 1277, 1191]","[1350, 1426]",2
26,3,93,"[1353, 1350, 4, 1339, 657, 391, 1320, 1408, 930, 1024, 140, 581, 1426, 15, 83, 216, 11, 1059, 1277, 1191]","[1350, 1339, 657, 391, 1320, 1408, 930, 1024, 140, 581, 1426, 15, 83, 216, 11, 1059, 1277, 1191]","[4, 1353]",2
26,5,114,"[1353, 1350, 4, 1339, 657, 391, 1320, 1408, 930, 1024, 140, 581, 1426, 15, 83, 216, 11, 1059, 1277, 1191]","[1353, 1350, 4, 1339, 657, 391, 1320, 930, 1024, 140, 581, 1426, 15, 83, 216, 11, 1059, 1277, 1191]",[1408],1
26,7,117,"[1353, 1350, 4, 1339, 657, 391, 1320, 1408, 930, 1024, 140, 581, 1426, 15, 83, 216, 11, 1059, 1277, 1191]","[1353, 1350, 4, 657, 391, 1320, 1408, 930, 1024, 140, 581, 1426, 15, 83, 216, 11, 1059, 1277, 1191]",[1339],1
28,1,178,"[106, 724, 97, 1211, 218, 1459, 377, 727, 1463, 56, 383, 1062, 83, 1065, 543, 171, 609, 1462, 417, 41]","[724, 97, 218, 1459, 377, 727, 1463, 56, 383, 83, 1065, 543, 171, 609, 1462, 417, 41]","[106, 1062, 1211]",3
28,3,211,"[106, 724, 97, 1211, 218, 1459, 377, 727, 1463, 56, 383, 1062, 83, 1065, 543, 171, 609, 1462, 417, 41]","[724, 1211, 218, 1459, 377, 727, 1463, 56, 383, 1062, 83, 1065, 543, 171, 609, 1462, 417, 41]","[97, 106]",2
28,5,694,"[106, 724, 97, 1211, 218, 1459, 377, 727, 1463, 56, 383, 1062, 83, 1065, 543, 171, 609, 1462, 417, 41]","[106, 724, 97, 1211, 218, 377, 727, 1463, 56, 383, 1062, 83, 1065, 543, 171, 609, 1462, 417, 41]",[1459],1
28,7,207,"[106, 724, 97, 1211, 218, 1459, 377, 727, 1463, 56, 383, 1062, 83, 1065, 543, 171, 609, 1462, 417, 41]","[106, 97, 1211, 218, 1459, 377, 727, 1463, 56, 383, 1062, 83, 1065, 543, 171, 609, 1462, 417, 41]",[724],1
29,1,644,"[211, 214, 1480, 1475, 1473, 729, 616, 434, 212, 215, 118, 114, 223, 703, 1482, 647, 1072, 1469, 387, 196]","[214, 1480, 1475, 1473, 729, 434, 118, 114, 223, 1482, 1072, 1469, 387, 196]","[211, 212, 215, 616, 647, 703]",6
29,3,140,"[211, 214, 1480, 1475, 1473, 729, 616, 434, 212, 215, 118, 114, 223, 703, 1482, 647, 1072, 1469, 387, 196]","[211, 214, 1475, 729, 616, 434, 212, 215, 114, 223, 703, 1482, 647, 1072, 1469, 387, 196]","[118, 1473, 1480]",3
29,5,991,"[211, 214, 1480, 1475, 1473, 729, 616, 434, 212, 215, 118, 114, 223, 703, 1482, 647, 1072, 1469, 387, 196]","[211, 214, 1480, 1475, 1473, 729, 434, 215, 118, 114, 223, 703, 1482, 647, 1072, 1469, 387, 196]","[212, 616]",2
29,7,715,"[211, 214, 1480, 1475, 1473, 729, 616, 434, 212, 215, 118, 114, 223, 703, 1482, 647, 1072, 1469, 387, 196]","[214, 1480, 1475, 1473, 729, 616, 434, 212, 215, 118, 114, 223, 703, 1482, 647, 1072, 1469, 387, 196]",[211],1
31,1,1314,"[85, 643, 689, 190, 1305, 1281, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]","[190, 1305, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]","[85, 643, 689, 1281]",4
31,3,201,"[85, 643, 689, 190, 1305, 1281, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]","[643, 689, 190, 1281, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]","[85, 1305]",2
31,5,731,"[85, 643, 689, 190, 1305, 1281, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]","[85, 643, 190, 1305, 1281, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]",[689],1
31,7,538,"[85, 643, 689, 190, 1305, 1281, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]","[643, 689, 190, 1305, 1281, 626, 934, 518, 1492, 1520, 1257, 677, 535, 778, 84, 615, 833, 732, 275]",[85],1
33,1,211,"[1287, 554, 1565, 93, 160, 767, 991, 682, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 279, 636]","[160, 767, 991, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 279, 636]","[93, 554, 682, 1287, 1565]",5
33,3,278,"[1287, 554, 1565, 93, 160, 767, 991, 682, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 279, 636]","[554, 1565, 93, 160, 767, 991, 682, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 636]","[279, 1287]",2
33,5,23,"[1287, 554, 1565, 93, 160, 767, 991, 682, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 279, 636]","[1287, 554, 1565, 93, 160, 991, 682, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 279, 636]",[767],1
33,7,212,"[1287, 554, 1565, 93, 160, 767, 991, 682, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 279, 636]","[554, 1565, 93, 160, 767, 991, 682, 1009, 712, 428, 615, 1235, 1477, 410, 434, 587, 948, 279, 636]",[1287],1
34,1,522,"[222, 1043, 1257, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 730, 145, 376, 149, 577, 553, 1339, 92]","[222, 1043, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 730, 149, 577, 553, 1339, 92]","[145, 376, 1257]",3
34,3,691,"[222, 1043, 1257, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 730, 145, 376, 149, 577, 553, 1339, 92]","[222, 1043, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 145, 376, 149, 577, 553, 1339, 92]","[730, 1257]",2
34,5,1195,"[222, 1043, 1257, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 730, 145, 376, 149, 577, 553, 1339, 92]","[1043, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 730, 145, 376, 149, 577, 553, 1339, 92]","[222, 1257]",2
34,7,793,"[222, 1043, 1257, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 730, 145, 376, 149, 577, 553, 1339, 92]","[222, 1257, 693, 1501, 507, 4, 8, 181, 559, 1219, 605, 730, 145, 376, 149, 577, 553, 1339, 92]",[1043],1
35,1,24,"[530, 168, 1647, 1395, 384, 418, 1629, 774, 141, 694, 1628, 1651, 111, 1612, 1631, 1626, 809, 577, 1643, 1196]","[1647, 1395, 384, 418, 1629, 774, 141, 694, 1628, 1651, 111, 1612, 1631, 1626, 809, 577, 1643, 1196]","[168, 530]",2
35,3,40,"[530, 168, 1647, 1395, 384, 418, 1629, 774, 141, 694, 1628, 1651, 111, 1612, 1631, 1626, 809, 577, 1643, 1196]","[1647, 1395, 384, 418, 1629, 774, 141, 694, 1628, 1651, 111, 1612, 1631, 1626, 809, 577, 1643, 1196]","[168, 530]",2
35,5,117,"[530, 168, 1647, 1395, 384, 418, 1629, 774, 141, 694, 1628, 1651, 111, 1612, 1631, 1626, 809, 577, 1643, 1196]","[530, 1647, 1395, 384, 418, 1629, 774, 141, 694, 1628, 1651, 1612, 1631, 1626, 809, 577, 1643, 1196]","[111, 168]",2
35,7,172,"[530, 168, 1647, 1395, 384, 418, 1629, 774, 141, 694, 1628, 1651, 111, 1612, 1631, 1626, 809, 577, 1643, 1196]","[530, 168, 1647, 1395, 384, 1629, 774, 141, 694, 1628, 1651, 111, 1612, 1631, 1626, 809, 577, 1643, 1196]",[418],1
36,1,1150,"[809, 429, 1296, 466, 255, 1286, 241, 922, 933, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]","[809, 466, 255, 241, 922, 933, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]","[429, 1286, 1296]",3
36,3,1559,"[809, 429, 1296, 466, 255, 1286, 241, 922, 933, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]","[809, 429, 466, 255, 1286, 241, 922, 933, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]",[1296],1
36,5,65,"[809, 429, 1296, 466, 255, 1286, 241, 922, 933, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]","[809, 429, 1296, 466, 255, 1286, 241, 922, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]",[933],1
36,7,1968,"[809, 429, 1296, 466, 255, 1286, 241, 922, 933, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]","[809, 429, 1296, 255, 1286, 241, 922, 933, 670, 128, 496, 212, 1661, 214, 189, 1670, 1381, 932, 959]",[466],1
40,1,217,"[6, 278, 7, 647, 623, 196, 1249, 645, 188, 127, 1185, 1698, 1467, 1240, 1702, 1699, 990, 1076, 1089, 1548]","[6, 278, 647, 623, 196, 1249, 645, 188, 127, 1185, 1698, 1240, 1702, 1699, 990, 1076, 1089, 1548]","[7, 1467]",2
40,3,187,"[6, 278, 7, 647, 623, 196, 1249, 645, 188, 127, 1185, 1698, 1467, 1240, 1702, 1699, 990, 1076, 1089, 1548]","[278, 647, 623, 196, 1249, 645, 188, 127, 1185, 1698, 1467, 1240, 1702, 1699, 990, 1076, 1089, 1548]","[6, 7]",2
40,5,841,"[6, 278, 7, 647, 623, 196, 1249, 645, 188, 127, 1185, 1698, 1467, 1240, 1702, 1699, 990, 1076, 1089, 1548]","[6, 278, 7, 647, 623, 196, 1249, 188, 127, 1185, 1698, 1467, 1240, 1702, 1699, 990, 1076, 1089, 1548]",[645],1
40,7,161,"[6, 278, 7, 647, 623, 196, 1249, 645, 188, 127, 1185, 1698, 1467, 1240, 1702, 1699, 990, 1076, 1089, 1548]","[6, 278, 7, 647, 623, 196, 1249, 645, 188, 1185, 1698, 1467, 1240, 1702, 1699, 990, 1076, 1089, 1548]",[127],1
42,1,756,"[1723, 1717, 125, 210, 1711, 214, 670, 211, 187, 7, 151, 844, 1712, 192, 740, 1038, 160, 176, 386, 1177]","[1723, 1717, 210, 1711, 214, 670, 187, 7, 151, 844, 1712, 192, 740, 1038, 160, 176, 386, 1177]","[125, 211]",2
42,3,45,"[1723, 1717, 125, 210, 1711, 214, 670, 211, 187, 7, 151, 844, 1712, 192, 740, 1038, 160, 176, 386, 1177]","[210, 1711, 214, 670, 211, 187, 7, 151, 844, 1712, 192, 740, 1038, 160, 176, 386, 1177]","[125, 1717, 1723]",3
42,5,217,"[1723, 1717, 125, 210, 1711, 214, 670, 211, 187, 7, 151, 844, 1712, 192, 740, 1038, 160, 176, 386, 1177]","[1723, 1717, 125, 210, 1711, 214, 670, 187, 7, 151, 844, 1712, 192, 740, 1038, 160, 176, 386, 1177]",[211],1
42,7,604,"[1723, 1717, 125, 210, 1711, 214, 670, 211, 187, 7, 151, 844, 1712, 192, 740, 1038, 160, 176, 386, 1177]","[1723, 1717, 125, 210, 1711, 214, 670, 211, 187, 7, 151, 844, 1712, 192, 1038, 160, 176, 386, 1177]",[740],1
44,1,98,"[14, 756, 30, 219, 97, 897, 848, 1426, 1737, 21, 912, 203, 617, 1067, 720, 190, 386, 167, 206, 738]","[14, 756, 219, 897, 848, 1426, 1737, 21, 912, 203, 617, 1067, 190, 386, 167, 206, 738]","[30, 97, 720]",3
44,3,1015,"[14, 756, 30, 219, 97, 897, 848, 1426, 1737, 21, 912, 203, 617, 1067, 720, 190, 386, 167, 206, 738]","[14, 756, 219, 97, 848, 1426, 1737, 21, 912, 203, 617, 1067, 720, 190, 386, 167, 206, 738]","[30, 897]",2
44,5,644,"[14, 756, 30, 219, 97, 897, 848, 1426, 1737, 21, 912, 203, 617, 1067, 720, 190, 386, 167, 206, 738]","[14, 30, 219, 97, 897, 848, 1426, 1737, 21, 912, 203, 617, 1067, 720, 190, 386, 167, 206, 738]",[756],1
44,7,156,"[14, 756, 30, 219, 97, 897, 848, 1426, 1737, 21, 912, 203, 617, 1067, 720, 190, 386, 167, 206, 738]","[14, 756, 30, 219, 97, 848, 1426, 1737, 21, 912, 203, 617, 1067, 720, 190, 386, 167, 206, 738]",[897],1
45,1,538,"[90, 14, 165, 362, 901, 1660, 1265, 677, 1804, 261, 1802, 1356, 286, 419, 180, 576, 1753, 1088, 1777, 1226]","[901, 1265, 677, 1804, 1802, 1356, 419, 576, 1753, 1088, 1777, 1226]","[14, 90, 165, 180, 261, 286, 362, 1660]",8
45,3,372,"[90, 14, 165, 362, 901, 1660, 1265, 677, 1804, 261, 1802, 1356, 286, 419, 180, 576, 1753, 1088, 1777, 1226]","[90, 14, 165, 901, 1265, 677, 1804, 1356, 419, 180, 576, 1753, 1088, 1777, 1226]","[261, 286, 362, 1660, 1802]",5
45,5,687,"[90, 14, 165, 362, 901, 1660, 1265, 677, 1804, 261, 1802, 1356, 286, 419, 180, 576, 1753, 1088, 1777, 1226]","[90, 165, 901, 1265, 677, 1804, 1356, 286, 419, 180, 576, 1753, 1088, 1777, 1226]","[14, 261, 362, 1660, 1802]",5
45,7,291,"[90, 14, 165, 362, 901, 1660, 1265, 677, 1804, 261, 1802, 1356, 286, 419, 180, 576, 1753, 1088, 1777, 1226]","[90, 165, 362, 901, 1660, 1265, 677, 1804, 261, 1802, 1356, 286, 419, 180, 576, 1753, 1088, 1777, 1226]",[14],1
48,1,105,"[1092, 1773, 1418, 1254, 906, 969, 1864, 1150, 1298, 566, 146, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]","[1773, 1418, 1254, 906, 969, 1864, 1150, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]","[146, 566, 1092, 1298]",4
48,3,670,"[1092, 1773, 1418, 1254, 906, 969, 1864, 1150, 1298, 566, 146, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]","[1092, 1773, 906, 969, 1864, 1298, 566, 146, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]","[1150, 1254, 1418]",3
